mountain,topic,continent,country,location,url,img_url
Cathedral Peak,0,North America,United States,California,https://www.summitpost.org/cathedral-peak/150524,https://sp-images.summitpost.org/23277.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=cf0c2c4dbafcecb07f715e5ecfe48c72
Cathedral Rocks/Spires,0,North America,United States,California,https://www.summitpost.org/cathedral-rocks-spires/151611,https://sp-images.summitpost.org/47898.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=50cfddf15c3b23e3a6bc6a582efe45e5
Cayambe,1,South America,Ecuador,,https://www.summitpost.org/cayambe/150297,https://sp-images.summitpost.org/311976.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=84be8b6c034cd5564413101212f52ce4
Cerro Chirripó,2,North America,Costa Rica,Cordillera Talamanca,https://www.summitpost.org/cerro-chirrip/150327,https://sp-images.summitpost.org/429143.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=fd2cd1aabffcecae663cdaaadda9da2a
Cerro Plata,1,South America,Argentina,Mendoza,https://www.summitpost.org/cerro-plata/151992,https://sp-images.summitpost.org/104235.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c50b7ea0a72cbec8d19ddc4f08158c67
Chachani,0,South America,Peru,Arequipa,https://www.summitpost.org/chachani/151707,https://sp-images.summitpost.org/986094.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ac8803ea96150736ff8314be7e22b518
Chair Peak,0,North America,United States,Washington,https://www.summitpost.org/chair-peak/150834,https://sp-images.summitpost.org/783706.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=dd80880969775038bf100151e312481a
Challenger Point,0,North America,United States,Colorado,https://www.summitpost.org/challenger-point/150607,https://sp-images.summitpost.org/43478.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=a1cd99f351ff79783ed5c885bebe3e5b
Chardonnet (Aiguille du),1,Europe,France,Haute Savoie,https://www.summitpost.org/chardonnet-aiguille-du/150680,https://sp-images.summitpost.org/63046.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=548384c7f8fdfa1cee54d8952b86fac7
Charles Mound,2,North America,United States,Illinois,https://www.summitpost.org/charles-mound/152963,https://sp-images.summitpost.org/65707.jpe?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=a24e52111d8af18b14c4806b7c6b64ac
Charleston Peak,2,North America,United States,Nevada,https://www.summitpost.org/charleston-peak/150959,https://sp-images.summitpost.org/293292.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=aa64c7b3b81b1d315e94255bbdcecf8a
Cheaha Mountain,2,North America,United States,Alabama,https://www.summitpost.org/cheaha-mountain/151246,https://sp-images.summitpost.org/44269.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=e7a8b9b9e37d1839077f4e78c0194159
Cheyenne Mountain,2,North America,United States,Colorado,https://www.summitpost.org/cheyenne-mountain/154697,https://sp-images.summitpost.org/127048.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=80152aced4e54e88609ccb6125692ebe
Chickies Rock,2,North America,United States,Pennsylvania,https://www.summitpost.org/chickies-rock/154765,https://sp-images.summitpost.org/129077.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=6369219ee4621e4b25559ab206589162
Chief Mountain,0,North America,United States,Colorado,https://www.summitpost.org/chief-mountain/153817,https://sp-images.summitpost.org/95267.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=71924606e7e9361692b8c4684e20d47d
Chief Mountain (MT),1,North America,United States,Montana,https://www.summitpost.org/chief-mountain-mt/153887,https://sp-images.summitpost.org/989014.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=fa7c459b88b88e706a5d6cb4a97050a0
Chiefs Head Peak,0,North America,United States,Colorado,https://www.summitpost.org/chiefs-head-peak/153014,https://sp-images.summitpost.org/67550.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c4560f85eb36f6ef3d34d7e3ddcc65e7
Chimborazo,1,South America,Ecuador,Chimborazo,https://www.summitpost.org/chimborazo/150349,https://sp-images.summitpost.org/262850.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=e29efcac3ee7d967c589adb05972785d
Chimney Mt.,0,North America,United States,New York,https://www.summitpost.org/chimney-mt/197323,https://sp-images.summitpost.org/197334.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=8ffbfc07e92a219917f350211a768786
Chimney Rock,0,North America,United States,Idaho,https://www.summitpost.org/chimney-rock/151709,https://sp-images.summitpost.org/25648.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=a41da9a4b08edb948ddc8678c9895f08
Chinaman’s Peak (Ha Ling Peak),0,North America,Canada,Alberta,https://www.summitpost.org/chinaman-s-peak-ha-ling-peak/150508,https://sp-images.summitpost.org/68805.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=fd930e11af79298f5dab9d196cfa4a7b
Cho Oyu,1,Asia,China/Nepal,,https://www.summitpost.org/cho-oyu/150294,https://sp-images.summitpost.org/37119.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=b26ddab294b65776f30bb6c84aa150d6
Chopicalqui,1,South America,Peru,,https://www.summitpost.org/chopicalqui/152630,https://sp-images.summitpost.org/96502.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=89467c4676cbfa33db2a1c8e24b5b9be
Cirque Peak,0,North America,United States,California,https://www.summitpost.org/cirque-peak/152203,https://sp-images.summitpost.org/55372.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ecbfd496f31085fa748e7d0b4e950e3f
Clark Mountain,0,North America,United States,California,https://www.summitpost.org/clark-mountain/153551,https://sp-images.summitpost.org/104647.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ca7f96768da5b17d85b8e419e4c0b6f7
Clark Peak,0,North America,United States,Colorado,https://www.summitpost.org/clark-peak/151822,https://sp-images.summitpost.org/26698.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=bf9c264c626184db4f5c39e03f0a3b42
Clingmans Dome,2,North America,United States,Tennessee,https://www.summitpost.org/clingmans-dome/150543,https://sp-images.summitpost.org/32450.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=66df0acd5cb59b2e583b1ad7e6937cc9
Cloud Peak,0,North America,United States,Wyoming,https://www.summitpost.org/cloud-peak/150249,https://sp-images.summitpost.org/551675.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=833bf4f7a02aeebab1ee4535141e62fd
Cloudripper,0,North America,United States,California,https://www.summitpost.org/cloudripper/151202,https://sp-images.summitpost.org/493048.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=b03ff6480b9de78f100e3456da012fb7
Clouds Rest,0,North America,United States,California,https://www.summitpost.org/clouds-rest/150422,https://sp-images.summitpost.org/508117.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=2edf508f44470085098861758ab3c18a
Clyde Minaret,0,North America,United States,California,https://www.summitpost.org/clyde-minaret/150625,https://sp-images.summitpost.org/21085.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=4ee98105c29eeaab63032dc01020d4f3
Colchuck Peak,0,North America,United States,Washington,https://www.summitpost.org/colchuck-peak/151308,https://sp-images.summitpost.org/56668.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=61fa59c05577f04582cb5d9f6aa6a3d6
Cold Mountain,2,North America,United States,North Carolina,https://www.summitpost.org/cold-mountain/150853,https://sp-images.summitpost.org/140780.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c0d5b142111d7fa39a9f3ecb625322a0
Columbia River Gorge,1,North America,United States,Oregon,https://www.summitpost.org/columbia-river-gorge/153977,https://sp-images.summitpost.org/101983.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=4a04446684523b9389179b93437b69da
Cone Peak,2,North America,United States,California,https://www.summitpost.org/cone-peak/150519,https://sp-images.summitpost.org/280547.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=89ef51fd5b0ad97cadd7e13b4fdbb0da
Copernicus Peak,2,North America,United States,California,https://www.summitpost.org/copernicus-peak/154558,https://sp-images.summitpost.org/122956.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=4ff488a4361dcf58e699f0b090f32851
Cosumnes River Gorge,1,North America,United States,California,https://www.summitpost.org/cosumnes-river-gorge/152465,https://sp-images.summitpost.org/48140.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=6490c29a04841278af47e0d0c27b8d4b
Cotopaxi,1,South America,Ecuador,Cotopaxi,https://www.summitpost.org/cotopaxi/150311,https://sp-images.summitpost.org/599065.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=bc2d3a8099cd595c3c39dbe8937ab958
Crane Mountain,2,North America,United States,New York,https://www.summitpost.org/crane-mountain/310052,https://sp-images.summitpost.org/310065.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=0cca238ff942cc50c4a3735e2a96b36a
Crazy Peak,0,North America,United States,Montana,https://www.summitpost.org/crazy-peak/191241,https://sp-images.summitpost.org/199782.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=6dde296eb5c14cb92b5f0cd9580f2667
Crestone Needle,0,North America,United States,Colorado,https://www.summitpost.org/crestone-needle/150434,https://sp-images.summitpost.org/643576.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=bca59de771b134a63703ba94059b9ff2
Crestone Peak,0,North America,United States,Colorado,https://www.summitpost.org/crestone-peak/150435,https://sp-images.summitpost.org/809691.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=7e7f523c51d6e491bf47311217fbc36a
Cristallo,1,Europe,Italy,Belluno,https://www.summitpost.org/cristallo/151898,https://sp-images.summitpost.org/28874.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=cfa804b9f71623e16c75f9ae6d037ae7
Crystal Crag,0,North America,United States,California,https://www.summitpost.org/crystal-crag/151086,https://sp-images.summitpost.org/8812.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=9d006ecbeee3f2be789f95b7d060a2bd
Crystal Peak,0,North America,United States,Colorado,https://www.summitpost.org/crystal-peak/153041,https://sp-images.summitpost.org/109433.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=574f1993bda93b4fbebb2fd96a4e3b0c
Cucamonga Peak,2,North America,United States,California,https://www.summitpost.org/cucamonga-peak/150965,https://sp-images.summitpost.org/15437.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=0ca8196b143575e4fec268634cd739e3
Culebra Peak,2,North America,United States,Colorado,https://www.summitpost.org/culebra-peak/151463,https://sp-images.summitpost.org/135735.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=f647c171f781078c8552749a16b67d0d
Cuyamaca Peak,2,North America,United States,California,https://www.summitpost.org/cuyamaca-peak/151754,https://sp-images.summitpost.org/612261.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=25e1e3c95a9c06e6a94ecaec34e4d433
Dachstein,1,Europe,Austria,Styria/Upper Austria/Salzburg,https://www.summitpost.org/dachstein/150905,https://sp-images.summitpost.org/678151.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=eef2cdb506776d6c0405bedbc480029f
Dallas Peak,0,North America,United States,Colorado,https://www.summitpost.org/dallas-peak/150702,https://sp-images.summitpost.org/22915.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=97a842f6f0156240d0446e5d09f4a246
Damavand,0,Asia,Iran,,https://www.summitpost.org/damavand/150400,https://sp-images.summitpost.org/277848.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=7ad1239e38587cfd64b5856736791bd7
Del Campo Peak,0,North America,United States,Washington,https://www.summitpost.org/del-campo-peak/150640,https://sp-images.summitpost.org/314291.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=5c76bcbb3df7ce5c328e528a6caa951d
Delano Peak (UT),2,North America,United States,Utah,https://www.summitpost.org/delano-peak-ut/152064,https://sp-images.summitpost.org/440944.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=d87b533b57ce0a7f8a32f0c4478ec32b
Delaware Water Gap - Mt. Minsi,2,North America,United States,Pennsylvania,https://www.summitpost.org/delaware-water-gap-mt-minsi/152932,https://sp-images.summitpost.org/70691.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c0dae998e18ab4786340b420a7c300da
Denali,1,North America,United States,Alaska,https://www.summitpost.org/denali/150199,https://sp-images.summitpost.org/831080.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ea9d60af187f59aaa431751630147e6c
Dent Blanche,1,Europe,Switzerland,Wallis (Valais),https://www.summitpost.org/dent-blanche/150210,https://sp-images.summitpost.org/753930.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=0eea978b9b107b1ef4cede0aba0fba39
Dent d'Hérens,1,Europe,Italy/Switzerland,Valais,https://www.summitpost.org/dent-d-h-rens/150280,https://sp-images.summitpost.org/86844.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c0c1a3e977cb33a8672164d3c33e8c9f
Dent du Géant/Dente del Gigante,1,Europe,France/Italy,Savoie/Valle d'Aosta,https://www.summitpost.org/dent-du-g-ant-dente-del-gigante/150263,https://sp-images.summitpost.org/335998.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=8c0e996dd234d87391e2ecfbfa5881b8
Dents du Midi,1,Europe,Switzerland,Valais,https://www.summitpost.org/dents-du-midi/151139,https://sp-images.summitpost.org/43522.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=6832fde6daa91361850c57bb2472da5a
Deseret Peak,2,North America,United States,Utah,https://www.summitpost.org/deseret-peak/151580,https://sp-images.summitpost.org/736778.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=d7e4ad4c4dc35efa87852d909d82b956
Devils Peak,0,North America,United States,California,https://www.summitpost.org/devils-peak/154255,https://sp-images.summitpost.org/111527.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=9496914a1817bc2d7e4376884713c06d
Devils Thumb,0,North America,United States,Colorado,https://www.summitpost.org/devils-thumb/154398,https://sp-images.summitpost.org/116620.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=3837dc63d93a82e292a0f612739b40b1
Devils Tower,2,North America,United States,Wyoming,https://www.summitpost.org/devils-tower/150309,https://sp-images.summitpost.org/27614.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=290e373ea583b42032fa18b31b25330d
Diamond Peak,0,North America,United States,Oregon,https://www.summitpost.org/diamond-peak/150578,https://sp-images.summitpost.org/228261.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=16fdbabf0bb6f3bbcf82ae988a20689f
Diamond Peak,0,North America,United States,Idaho,https://www.summitpost.org/diamond-peak/152083,https://sp-images.summitpost.org/132466.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ce66475639e2e688829b0a9ff47f74d0
Dickerman Mountain,2,North America,United States,Washington,https://www.summitpost.org/dickerman-mountain/150553,https://sp-images.summitpost.org/145987.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=f6f8f1629a3ef7bebe1817126fbb60c9
Dicks Peak,0,North America,United States,California,https://www.summitpost.org/dicks-peak/151468,https://sp-images.summitpost.org/16724.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=f7c0d0f43130c0573eee61b79d46879a
Dinara,0,Europe,Croatia,Dalmatia,https://www.summitpost.org/dinara/151472,https://sp-images.summitpost.org/16826.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=8b9efb92fdc61a6f635bbc9dccbd8f12
Disappointment Peak,0,North America,United States,Wyoming,https://www.summitpost.org/disappointment-peak/153638,https://sp-images.summitpost.org/87802.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=436ff9d1470818c4b438865e91a8d0f6
Dix Mountain,2,North America,United States,New York,https://www.summitpost.org/dix-mountain/150677,https://sp-images.summitpost.org/33587.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=8a78b734d3c8b372e7673c6c968fcad7
Dom,1,Europe,Switzerland,Valais,https://www.summitpost.org/dom/150275,https://sp-images.summitpost.org/124413.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=b1dda30ca07419c8f004e4ac321d2d58
Dome Peak,0,North America,United States,Washington,https://www.summitpost.org/dome-peak/150357,https://sp-images.summitpost.org/513.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=e59bd587cea23b22186f56c028f6f070
Dragontail Peak,0,North America,United States,Washington,https://www.summitpost.org/dragontail-peak/150391,https://sp-images.summitpost.org/606692.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ad71643f9a686eeb14eed4c3a986c978
Driskill Mountain,2,North America,United States,Louisiana,https://www.summitpost.org/driskill-mountain/151925,https://sp-images.summitpost.org/29447.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=b6837177a4973d388580e4025ab41d50
Dufourspitze,1,Europe,Switzerland,Valais,https://www.summitpost.org/dufourspitze/150756,https://sp-images.summitpost.org/3323.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=9c5e86253fadeb8fe4e015e4fd12ecf5
Dychtau,1,Europe,Russia,Bezengi/Caucasus,https://www.summitpost.org/dychtau/153025,https://sp-images.summitpost.org/67974.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=8f9767bb32834721df4e799a33693839
Eagle Cap,0,North America,United States,Oregon,https://www.summitpost.org/eagle-cap/150678,https://sp-images.summitpost.org/30023.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=722dac76b5b62765479263945df8bcbd
Eagle Mountain,2,North America,United States,Minnesota,https://www.summitpost.org/eagle-mountain/151003,https://sp-images.summitpost.org/752979.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=f091750322d3b9aaaa169aed067e4779
Eagles Nest,0,North America,United States,Colorado,https://www.summitpost.org/eagles-nest/152487,https://sp-images.summitpost.org/48555.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=adef3fa814a34a64fe5ceffa5ee399d2
Eagles Peak,2,North America,United States,Colorado,https://www.summitpost.org/eagles-peak/155293,https://sp-images.summitpost.org/146113.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=19ca49cc1bbd9137447928bb7464cac0
East Moscow Mountain,2,North America,United States,Idaho,https://www.summitpost.org/east-moscow-mountain/348858,https://sp-images.summitpost.org/351052.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=4d63a9bd8ab668352ba5087f07b49db5
Ebright Azimuth,2,North America,United States,Delaware,https://www.summitpost.org/ebright-azimuth/154722,https://sp-images.summitpost.org/127810.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=2c3800050721d3c06cb4504444a46d32
Eiger,1,Europe,Switzerland,,https://www.summitpost.org/eiger/150228,https://sp-images.summitpost.org/890677.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=7305be0929d35ad4cbbb60673e503b48
El Cajon Mountain,2,North America,United States,California,https://www.summitpost.org/el-cajon-mountain/153145,https://sp-images.summitpost.org/71709.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=4ae59ef8888bb8aeb73d5e3ce07f1108
El Capitan,2,North America,United States,California,https://www.summitpost.org/el-capitan/150993,https://sp-images.summitpost.org/20552.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=0936f0f6fa141693ca884e17b84b9ea1
